,unit,sex,age,region,year,value
14448,YR,F,Y1,AL,2020,79.4
14504,YR,F,Y10,AL,2020,70.5
14560,YR,F,Y11,AL,2020,69.5
14616,YR,F,Y12,AL,2020,68.5
14672,YR,F,Y13,AL,2020,67.5
14728,YR,F,Y14,AL,2020,66.5
14784,YR,F,Y15,AL,2020,65.5
14840,YR,F,Y16,AL,2020,64.5
14896,YR,F,Y17,AL,2020,63.5
14952,YR,F,Y18,AL,2020,62.5
15008,YR,F,Y19,AL,2020,61.5
15064,YR,F,Y2,AL,2020,78.4
15120,YR,F,Y20,AL,2020,60.5
15176,YR,F,Y21,AL,2020,59.6
15232,YR,F,Y22,AL,2020,58.6
15288,YR,F,Y23,AL,2020,57.6
15344,YR,F,Y24,AL,2020,56.6
15400,YR,F,Y25,AL,2020,55.6
15456,YR,F,Y26,AL,2020,54.6
15512,YR,F,Y27,AL,2020,53.6
15568,YR,F,Y28,AL,2020,52.6
15624,YR,F,Y29,AL,2020,51.6
15680,YR,F,Y3,AL,2020,77.4
15736,YR,F,Y30,AL,2020,50.6
15792,YR,F,Y31,AL,2020,49.7
15848,YR,F,Y32,AL,2020,48.7
15904,YR,F,Y33,AL,2020,47.7
15960,YR,F,Y34,AL,2020,46.7
16016,YR,F,Y35,AL,2020,45.8
16072,YR,F,Y36,AL,2020,44.8
16128,YR,F,Y37,AL,2020,43.8
16184,YR,F,Y38,AL,2020,42.8
16240,YR,F,Y39,AL,2020,41.9
16296,YR,F,Y4,AL,2020,76.4
16352,YR,F,Y40,AL,2020,40.9
16408,YR,F,Y41,AL,2020,39.9
16464,YR,F,Y42,AL,2020,38.9
16520,YR,F,Y43,AL,2020,38.0
16576,YR,F,Y44,AL,2020,37.0
16632,YR,F,Y45,AL,2020,36.1
16688,YR,F,Y46,AL,2020,35.1
16744,YR,F,Y47,AL,2020,34.1
16800,YR,F,Y48,AL,2020,33.2
16856,YR,F,Y49,AL,2020,32.3
16912,YR,F,Y5,AL,2020,75.4
16968,YR,F,Y50,AL,2020,31.3
17024,YR,F,Y51,AL,2020,30.4
17080,YR,F,Y52,AL,2020,29.4
17136,YR,F,Y53,AL,2020,28.5
17192,YR,F,Y54,AL,2020,27.6
17248,YR,F,Y55,AL,2020,26.6
17304,YR,F,Y56,AL,2020,25.7
17360,YR,F,Y57,AL,2020,24.8
17416,YR,F,Y58,AL,2020,23.9
17472,YR,F,Y59,AL,2020,23.0
17528,YR,F,Y6,AL,2020,74.4
17584,YR,F,Y60,AL,2020,22.1
17640,YR,F,Y61,AL,2020,21.2
17696,YR,F,Y62,AL,2020,20.3
17752,YR,F,Y63,AL,2020,19.4
17808,YR,F,Y64,AL,2020,18.5
17864,YR,F,Y65,AL,2020,17.7
17920,YR,F,Y66,AL,2020,16.8
17976,YR,F,Y67,AL,2020,16.0
18032,YR,F,Y68,AL,2020,15.1
18088,YR,F,Y69,AL,2020,14.3
18144,YR,F,Y7,AL,2020,73.4
18200,YR,F,Y70,AL,2020,13.5
18256,YR,F,Y71,AL,2020,12.7
18312,YR,F,Y72,AL,2020,12.0
18368,YR,F,Y73,AL,2020,11.2
18424,YR,F,Y74,AL,2020,10.4
18480,YR,F,Y75,AL,2020,9.6
18536,YR,F,Y76,AL,2020,8.9
18592,YR,F,Y77,AL,2020,8.2
18648,YR,F,Y78,AL,2020,7.6
18704,YR,F,Y79,AL,2020,7.0
18760,YR,F,Y8,AL,2020,72.4
18816,YR,F,Y80,AL,2020,6.3
18872,YR,F,Y81,AL,2020,5.7
18928,YR,F,Y82,AL,2020,5.1
18984,YR,F,Y83,AL,2020,4.5
19040,YR,F,Y84,AL,2020,4.0
19096,YR,F,Y9,AL,2020,71.4
19152,YR,F,Y_GE85,AL,2020,3.5
19208,YR,F,Y_LT1,AL,2020,79.6
19264,YR,M,Y1,AL,2020,75.0
19320,YR,M,Y10,AL,2020,66.1
19376,YR,M,Y11,AL,2020,65.2
19432,YR,M,Y12,AL,2020,64.2
19488,YR,M,Y13,AL,2020,63.2
19544,YR,M,Y14,AL,2020,62.2
19600,YR,M,Y15,AL,2020,61.2
19656,YR,M,Y16,AL,2020,60.2
19712,YR,M,Y17,AL,2020,59.2
19768,YR,M,Y18,AL,2020,58.2
19824,YR,M,Y19,AL,2020,57.3
19880,YR,M,Y2,AL,2020,74.0
19936,YR,M,Y20,AL,2020,56.3
19992,YR,M,Y21,AL,2020,55.3
20048,YR,M,Y22,AL,2020,54.3
20104,YR,M,Y23,AL,2020,53.3
20160,YR,M,Y24,AL,2020,52.4
20216,YR,M,Y25,AL,2020,51.4
20272,YR,M,Y26,AL,2020,50.4
20328,YR,M,Y27,AL,2020,49.5
20384,YR,M,Y28,AL,2020,48.5
20440,YR,M,Y29,AL,2020,47.5
20496,YR,M,Y3,AL,2020,73.1
20552,YR,M,Y30,AL,2020,46.5
20608,YR,M,Y31,AL,2020,45.5
20664,YR,M,Y32,AL,2020,44.6
20720,YR,M,Y33,AL,2020,43.6
20776,YR,M,Y34,AL,2020,42.7
20832,YR,M,Y35,AL,2020,41.7
20888,YR,M,Y36,AL,2020,40.7
20944,YR,M,Y37,AL,2020,39.8
21000,YR,M,Y38,AL,2020,38.9
21056,YR,M,Y39,AL,2020,37.9
21112,YR,M,Y4,AL,2020,72.1
21168,YR,M,Y40,AL,2020,37.0
21224,YR,M,Y41,AL,2020,36.1
21280,YR,M,Y42,AL,2020,35.1
21336,YR,M,Y43,AL,2020,34.2
21392,YR,M,Y44,AL,2020,33.3
21448,YR,M,Y45,AL,2020,32.4
21504,YR,M,Y46,AL,2020,31.4
21560,YR,M,Y47,AL,2020,30.5
21616,YR,M,Y48,AL,2020,29.6
21672,YR,M,Y49,AL,2020,28.7
21728,YR,M,Y5,AL,2020,71.1
21784,YR,M,Y50,AL,2020,27.8
21840,YR,M,Y51,AL,2020,27.0
21896,YR,M,Y52,AL,2020,26.1
21952,YR,M,Y53,AL,2020,25.2
22008,YR,M,Y54,AL,2020,24.3
22064,YR,M,Y55,AL,2020,23.4
22120,YR,M,Y56,AL,2020,22.6
22176,YR,M,Y57,AL,2020,21.8
22232,YR,M,Y58,AL,2020,21.0
22288,YR,M,Y59,AL,2020,20.2
22344,YR,M,Y6,AL,2020,70.1
22400,YR,M,Y60,AL,2020,19.4
22456,YR,M,Y61,AL,2020,18.6
22512,YR,M,Y62,AL,2020,17.8
22568,YR,M,Y63,AL,2020,17.0
22624,YR,M,Y64,AL,2020,16.3
22680,YR,M,Y65,AL,2020,15.6
22736,YR,M,Y66,AL,2020,14.8
22792,YR,M,Y67,AL,2020,14.1
22848,YR,M,Y68,AL,2020,13.4
22904,YR,M,Y69,AL,2020,12.7
22960,YR,M,Y7,AL,2020,69.1
23016,YR,M,Y70,AL,2020,12.1
23072,YR,M,Y71,AL,2020,11.4
23128,YR,M,Y72,AL,2020,10.8
23184,YR,M,Y73,AL,2020,10.2
23240,YR,M,Y74,AL,2020,9.6
23296,YR,M,Y75,AL,2020,8.9
23352,YR,M,Y76,AL,2020,8.3
23408,YR,M,Y77,AL,2020,7.8
23464,YR,M,Y78,AL,2020,7.3
23520,YR,M,Y79,AL,2020,6.8
23576,YR,M,Y8,AL,2020,68.1
23632,YR,M,Y80,AL,2020,6.3
23688,YR,M,Y81,AL,2020,5.8
23744,YR,M,Y82,AL,2020,5.3
23800,YR,M,Y83,AL,2020,4.9
23856,YR,M,Y84,AL,2020,4.5
23912,YR,M,Y9,AL,2020,67.1
23968,YR,M,Y_GE85,AL,2020,4.2
24024,YR,M,Y_LT1,AL,2020,75.2
24080,YR,T,Y1,AL,2020,77.1
24136,YR,T,Y10,AL,2020,68.2
24192,YR,T,Y11,AL,2020,67.2
24248,YR,T,Y12,AL,2020,66.2
24304,YR,T,Y13,AL,2020,65.3
24360,YR,T,Y14,AL,2020,64.3
24416,YR,T,Y15,AL,2020,63.3
24472,YR,T,Y16,AL,2020,62.3
